ほんしゅうじか・きゅうしゅうじか,1285,1285,5000,名詞,一般,*,*,*,*,ほんしゅうじか・きゅうしゅうじか,ほんしゅうじか・きゅうしゅうじか,ほんしゅうじか・きゅうしゅうじか
サウザンアイランドドレッシング,1285,1285,5000,名詞,一般,*,*,*,*,サウザンアイランドドレッシング,サウザンアイランドドレッシング,サウザンアイランドドレッシング
［マカロニ・スパゲッティ類］,1285,1285,5000,名詞,一般,*,*,*,*,［マカロニ・スパゲッティ類］,［マカロニ・スパゲッティ類］,［マカロニ・スパゲッティ類］
和風ドレッシングタイプ調味料,1285,1285,5000,名詞,一般,*,*,*,*,和風ドレッシングタイプ調味料,和風ドレッシングタイプ調味料,和風ドレッシングタイプ調味料
手延そうめん・手延ひやむぎ,1285,1285,5000,名詞,一般,*,*,*,*,手延そうめん・手延ひやむぎ,手延そうめん・手延ひやむぎ,手延そうめん・手延ひやむぎ
添付調味料等を含まないもの,1285,1285,5000,名詞,一般,*,*,*,*,添付調味料等を含まないもの,添付調味料等を含まないもの,添付調味料等を含まないもの
和風スタイル即席カップめん,1285,1285,5000,名詞,一般,*,*,*,*,和風スタイル即席カップめん,和風スタイル即席カップめん,和風スタイル即席カップめん
沸騰水で短時間加熱したもの,1285,1285,5000,名詞,一般,*,*,*,*,沸騰水で短時間加熱したもの,沸騰水で短時間加熱したもの,沸騰水で短時間加熱したもの
＜和生菓子・和半生菓子類＞,1285,1285,5000,名詞,一般,*,*,*,*,＜和生菓子・和半生菓子類＞,＜和生菓子・和半生菓子類＞,＜和生菓子・和半生菓子類＞
中華スタイル即席カップめん,1285,1285,5000,名詞,一般,*,*,*,*,中華スタイル即席カップめん,中華スタイル即席カップめん,中華スタイル即席カップめん
小麦グルテン不使用のもの,1285,1285,5000,名詞,一般,*,*,*,*,小麦グルテン不使用のもの,小麦グルテン不使用のもの,小麦グルテン不使用のもの
凝固剤：塩化マグネシウム,1285,1285,5000,名詞,一般,*,*,*,*,凝固剤：塩化マグネシウム,凝固剤：塩化マグネシウム,凝固剤：塩化マグネシウム
カバーリングチョコレート,1285,1285,5000,名詞,一般,*,*,*,*,カバーリングチョコレート,カバーリングチョコレート,カバーリングチョコレート
わかめとねぎの酢みそ和え,1285,1285,5000,名詞,一般,*,*,*,*,わかめとねぎの酢みそ和え,わかめとねぎの酢みそ和え,わかめとねぎの酢みそ和え
オイルスプレークラッカー,1285,1285,5000,名詞,一般,*,*,*,*,オイルスプレークラッカー,オイルスプレークラッカー,オイルスプレークラッカー
フランクフルトソーセージ,1285,1285,5000,名詞,一般,*,*,*,*,フランクフルトソーセージ,フランクフルトソーセージ,フランクフルトソーセージ
かぼちゃのクリームスープ,1285,1285,5000,名詞,一般,*,*,*,*,かぼちゃのクリームスープ,かぼちゃのクリームスープ,かぼちゃのクリームスープ
市販冷凍食品を揚げたもの,1285,1285,5000,名詞,一般,*,*,*,*,市販冷凍食品を揚げたもの,市販冷凍食品を揚げたもの,市販冷凍食品を揚げたもの
＜ケーキ・ペストリー類＞,1285,1285,5000,名詞,一般,*,*,*,*,＜ケーキ・ペストリー類＞,＜ケーキ・ペストリー類＞,＜ケーキ・ペストリー類＞
こしあん・つぶしあん混合,1285,1285,5000,名詞,一般,*,*,*,*,こしあん・つぶしあん混合,こしあん・つぶしあん混合,こしあん・つぶしあん混合
＜でん粉・でん粉製品＞,1285,1285,5000,名詞,一般,*,*,*,*,＜でん粉・でん粉製品＞,＜でん粉・でん粉製品＞,＜でん粉・でん粉製品＞
豆乳飲料・麦芽コーヒー,1285,1285,5000,名詞,一般,*,*,*,*,豆乳飲料・麦芽コーヒー,豆乳飲料・麦芽コーヒー,豆乳飲料・麦芽コーヒー
＜コーヒー・ココア類＞,1285,1285,5000,名詞,一般,*,*,*,*,＜コーヒー・ココア類＞,＜コーヒー・ココア類＞,＜コーヒー・ココア類＞
マヨネーズタイプ調味料,1285,1285,5000,名詞,一般,*,*,*,*,マヨネーズタイプ調味料,マヨネーズタイプ調味料,マヨネーズタイプ調味料
添付調味料等を含むもの,1285,1285,5000,名詞,一般,*,*,*,*,添付調味料等を含むもの,添付調味料等を含むもの,添付調味料等を含むもの
凝固剤：硫酸カルシウム,1285,1285,5000,名詞,一般,*,*,*,*,凝固剤：硫酸カルシウム,凝固剤：硫酸カルシウム,凝固剤：硫酸カルシウム
［うどん・そうめん類］,1285,1285,5000,名詞,一般,*,*,*,*,［うどん・そうめん類］,［うどん・そうめん類］,［うどん・そうめん類］
連続式蒸留しょうちゅう,1285,1285,5000,名詞,一般,*,*,*,*,連続式蒸留しょうちゅう,連続式蒸留しょうちゅう,連続式蒸留しょうちゅう
じょうのう及びアルベド,1285,1285,5000,名詞,一般,*,*,*,*,じょうのう及びアルベド,じょうのう及びアルベド,じょうのう及びアルベド
コーンクリームコロッケ,1285,1285,5000,名詞,一般,*,*,*,*,コーンクリームコロッケ,コーンクリームコロッケ,コーンクリームコロッケ
ホールカーネルスタイル,1285,1285,5000,名詞,一般,*,*,*,*,ホールカーネルスタイル,ホールカーネルスタイル,ホールカーネルスタイル
イングリッシュマフィン,1285,1285,5000,名詞,一般,*,*,*,*,イングリッシュマフィン,イングリッシュマフィン,イングリッシュマフィン
アーモンドチョコレート,1285,1285,5000,名詞,一般,*,*,*,*,アーモンドチョコレート,アーモンドチョコレート,アーモンドチョコレート
カスタードクリーム入り,1285,1285,5000,名詞,一般,*,*,*,*,カスタードクリーム入り,カスタードクリーム入り,カスタードクリーム入り
乳化液状ドレッシング,1285,1285,5000,名詞,一般,*,*,*,*,乳化液状ドレッシング,乳化液状ドレッシング,乳化液状ドレッシング
ココナッツウォーター,1285,1285,5000,名詞,一般,*,*,*,*,ココナッツウォーター,ココナッツウォーター,ココナッツウォーター
カニクリームコロッケ,1285,1285,5000,名詞,一般,*,*,*,*,カニクリームコロッケ,カニクリームコロッケ,カニクリームコロッケ
アルファルファもやし,1285,1285,5000,名詞,一般,*,*,*,*,アルファルファもやし,アルファルファもやし,アルファルファもやし
インスタントコーヒー,1285,1285,5000,名詞,一般,*,*,*,*,インスタントコーヒー,インスタントコーヒー,インスタントコーヒー
チーズホエーパウダー,1285,1285,5000,名詞,一般,*,*,*,*,チーズホエーパウダー,チーズホエーパウダー,チーズホエーパウダー
コーヒーホワイトナー,1285,1285,5000,名詞,一般,*,*,*,*,コーヒーホワイトナー,コーヒーホワイトナー,コーヒーホワイトナー
コーンクリームスープ,1285,1285,5000,名詞,一般,*,*,*,*,コーンクリームスープ,コーンクリームスープ,コーンクリームスープ
フレンチドレッシング,1285,1285,5000,名詞,一般,*,*,*,*,フレンチドレッシング,フレンチドレッシング,フレンチドレッシング
ブラックマッペもやし,1285,1285,5000,名詞,一般,*,*,*,*,ブラックマッペもやし,ブラックマッペもやし,ブラックマッペもやし
ベイクドチーズケーキ,1285,1285,5000,名詞,一般,*,*,*,*,ベイクドチーズケーキ,ベイクドチーズケーキ,ベイクドチーズケーキ
デニッシュペストリー,1285,1285,5000,名詞,一般,*,*,*,*,デニッシュペストリー,デニッシュペストリー,デニッシュペストリー
ストレートしょうゆ味,1285,1285,5000,名詞,一般,*,*,*,*,ストレートしょうゆ味,ストレートしょうゆ味,ストレートしょうゆ味
ハンバーグステーキ類,1285,1285,5000,名詞,一般,*,*,*,*,ハンバーグステーキ類,ハンバーグステーキ類,ハンバーグステーキ類
チョコレートクリーム,1285,1285,5000,名詞,一般,*,*,*,*,チョコレートクリーム,チョコレートクリーム,チョコレートクリーム
セミドライソーセージ,1285,1285,5000,名詞,一般,*,*,*,*,セミドライソーセージ,セミドライソーセージ,セミドライソーセージ
ホワイトチョコレート,1285,1285,5000,名詞,一般,*,*,*,*,ホワイトチョコレート,ホワイトチョコレート,ホワイトチョコレート
ウインナーソーセージ,1285,1285,5000,名詞,一般,*,*,*,*,ウインナーソーセージ,ウインナーソーセージ,ウインナーソーセージ
分離液状ドレッシング,1285,1285,5000,名詞,一般,*,*,*,*,分離液状ドレッシング,分離液状ドレッシング,分離液状ドレッシング
半固形状ドレッシング,1285,1285,5000,名詞,一般,*,*,*,*,半固形状ドレッシング,半固形状ドレッシング,半固形状ドレッシング
＜チューインガム類＞,1285,1285,5000,名詞,一般,*,*,*,*,＜チューインガム類＞,＜チューインガム類＞,＜チューインガム類＞
＜アルコール飲料類＞,1285,1285,5000,名詞,一般,*,*,*,*,＜アルコール飲料類＞,＜アルコール飲料類＞,＜アルコール飲料類＞
野菜ミックスジュース,1285,1285,5000,名詞,一般,*,*,*,*,野菜ミックスジュース,野菜ミックスジュース,野菜ミックスジュース
単式蒸留しょうちゅう,1285,1285,5000,名詞,一般,*,*,*,*,単式蒸留しょうちゅう,単式蒸留しょうちゅう,単式蒸留しょうちゅう
ジャイアントコーン,1285,1285,5000,名詞,一般,*,*,*,*,ジャイアントコーン,ジャイアントコーン,ジャイアントコーン
ボロニアソーセージ,1285,1285,5000,名詞,一般,*,*,*,*,ボロニアソーセージ,ボロニアソーセージ,ボロニアソーセージ
ミックスベジタブル,1285,1285,5000,名詞,一般,*,*,*,*,ミックスベジタブル,ミックスベジタブル,ミックスベジタブル
乳脂肪・植物性脂肪,1285,1285,5000,名詞,一般,*,*,*,*,乳脂肪・植物性脂肪,乳脂肪・植物性脂肪,乳脂肪・植物性脂肪
マジェランあいなめ,1285,1285,5000,名詞,一般,*,*,*,*,マジェランあいなめ,マジェランあいなめ,マジェランあいなめ
乾燥マッシュポテト,1285,1285,5000,名詞,一般,*,*,*,*,乾燥マッシュポテト,乾燥マッシュポテト,乾燥マッシュポテト
