10%果汁入り飲料,1285,1285,5000,名詞,一般,*,*,*,*,10%果汁入り飲料,10%果汁入り飲料,10%果汁入り飲料
1等,1285,1285,5000,名詞,一般,*,*,*,*,1等,1等,1等
20%果汁入り飲料,1285,1285,5000,名詞,一般,*,*,*,*,20%果汁入り飲料,20%果汁入り飲料,20%果汁入り飲料
2等,1285,1285,5000,名詞,一般,*,*,*,*,2等,2等,2等
30%果汁入り飲料,1285,1285,5000,名詞,一般,*,*,*,*,30%果汁入り飲料,30%果汁入り飲料,30%果汁入り飲料
50%果汁入り飲料,1285,1285,5000,名詞,一般,*,*,*,*,50%果汁入り飲料,50%果汁入り飲料,50%果汁入り飲料
70%果汁入り飲料,1285,1285,5000,名詞,一般,*,*,*,*,70%果汁入り飲料,70%果汁入り飲料,70%果汁入り飲料
あいがも,1285,1285,5000,名詞,一般,*,*,*,*,あいがも,あいがも,あいがも
あいなめ,1285,1285,5000,名詞,一般,*,*,*,*,あいなめ,あいなめ,あいなめ
あおさ,1285,1285,5000,名詞,一般,*,*,*,*,あおさ,あおさ,あおさ
あおのり,1285,1285,5000,名詞,一般,*,*,*,*,あおのり,あおのり,あおのり
あかいか,1285,1285,5000,名詞,一般,*,*,*,*,あかいか,あかいか,あかいか
あかがい,1285,1285,5000,名詞,一般,*,*,*,*,あかがい,あかがい,あかがい
あかしか,1285,1285,5000,名詞,一般,*,*,*,*,あかしか,あかしか,あかしか
あくまき,1285,1285,5000,名詞,一般,*,*,*,*,あくまき,あくまき,あくまき
あけび,1285,1285,5000,名詞,一般,*,*,*,*,あけび,あけび,あけび
あげまき,1285,1285,5000,名詞,一般,*,*,*,*,あげまき,あげまき,あげまき
あこうだい,1285,1285,5000,名詞,一般,*,*,*,*,あこうだい,あこうだい,あこうだい
あごだし,1285,1285,5000,名詞,一般,*,*,*,*,あごだし,あごだし,あごだし
あさ,1285,1285,5000,名詞,一般,*,*,*,*,あさ,あさ,あさ
あさつき,1285,1285,5000,名詞,一般,*,*,*,*,あさつき,あさつき,あさつき
あさり,1285,1285,5000,名詞,一般,*,*,*,*,あさり,あさり,あさり
